yr,tm,lst,sal
2010,Carolina Hurricanes,Boychuk,875000
2010,Toronto Maple Leafs,Bozak,875000
2010,Washington Capitals,Carlson,875000
2010,Toronto Maple Leafs,Colborne,875000
2010,New York Rangers,Del Zotto,875000
2010,Los Angeles Kings,Doughty,875000
2010,Edmonton Oilers,Eberle,875000
2010,Montreal Canadiens,Eller,875000
2010,Florida Panthers,Ellerby,875000
2010,Buffalo Sabres,Ennis,875000
2010,Columbus Blue Jackets,Filatov,875000
2010,Minnesota Wild,Gillies,875000
2010,New York Islanders,Hamonic,875000
2010,Edmonton Oilers,Hartikainen,875000
2010,Vancouver Canucks,Hodgson,875000
2010,Columbus Blue Jackets,Holden,875000
2010,Ottawa Senators,Karlsson,875000
2010,Florida Panthers,Markstrom,875000
2010,Detroit Red Wings,McCollum,875000
2010,New York Rangers,McDonagh,875000
2010,St. Louis Blues,McRae,875000
2010,Buffalo Sabres,Myers,875000
2010,Calgary Flames,Nemisz,875000
2010,Edmonton Oilers,Omark,875000
2010,Montreal Canadiens,Pacioretty,875000
2010,Anaheim Ducks,Parros,875000
2010,St. Louis Blues,Pietrangelo,875000
2010,Edmonton Oilers,Plante,875000
2010,St. Louis Blues,Reaves,875000
2010,Anaheim Ducks,Sbisa,875000
2010,Toronto Maple Leafs,Schenn,875000
2010,Tampa Bay Lightning,Stamkos,875000
2010,Montreal Canadiens,Subban,875000
2010,Carolina Hurricanes,Sutter,875000
2010,Philadelphia Flyers,van Riemsdyk,875000
2010,Ottawa Senators,Wiercioch,875000
2010,Nashville Predators,Wilson,875000
2009,Washington Capitals,Alzner,875000
2009,Calgary Flames,Backlund,875000
2009,New York Islanders,Bailey,875000
2009,Phoenix Coyotes,Boedker,875000
2009,Atlanta Thrashers,Bogosian,875000
2009,Anaheim Ducks,Bonino,875000
2009,Carolina Hurricanes,Boychuk,875000
2009,Toronto Maple Leafs,Bozak,875000
2009,Dallas Stars,Brunnstrom,875000
2009,Washington Capitals,Carlson,875000
2009,New Jersey Devils,Clarkson,875000
2009,San Jose Sharks,Couture,875000
2009,New York Rangers,Del Zotto,875000
2009,Los Angeles Kings,Doughty,875000
2009,St. Louis Blues,Eller,875000
2009,Florida Panthers,Ellerby,875000
2009,Buffalo Sabres,Ennis,875000
2009,Columbus Blue Jackets,Filatov,875000
2009,Edmonton Oilers,Gagner,875000
2009,Florida Panthers,Garrison,875000
2009,Boston Bruins,Hamill,875000
2009,Toronto Maple Leafs,Hanson,875000
2009,New York Rangers,Heikkinen,875000
2009,Chicago Blackhawks,Kane,875000
2009,Ottawa Senators,Karlsson,875000
2009,Buffalo Sabres,Myers,875000
2009,Montreal Canadiens,Pacioretty,875000
2009,Anaheim Ducks,Parros,875000
2009,St. Louis Blues,Perron,875000
2009,St. Louis Blues,Pietrangelo,875000
2009,Edmonton Oilers,Plante,875000
2009,Phoenix Coyotes,Porter,875000
2009,Colorado Avalanche,Porter,875000
2009,Florida Panthers,Salak,875000
2009,Anaheim Ducks,Sbisa,875000
2009,Toronto Maple Leafs,Schenn,875000
2009,Tampa Bay Lightning,Stamkos,875000
2009,Montreal Canadiens,Subban,875000
2009,Carolina Hurricanes,Sutter,875000
2009,Philadelphia Flyers,van Riemsdyk,875000
2009,Columbus Blue Jackets,Voracek,875000
2009,Boston Bruins,Wheeler,875000
2009,Nashville Predators,Wilson,875000
2008,Washington Capitals,Alzner,875000
2008,Calgary Flames,Backlund,875000
2008,New York Islanders,Bailey,875000
2008,Phoenix Coyotes,Boedker,875000
2008,Atlanta Thrashers,Bogosian,875000
2008,Carolina Hurricanes,Boychuk,875000
2008,Dallas Stars,Brunnstrom,875000
2008,Los Angeles Kings,Doughty,875000
2008,Columbus Blue Jackets,Filatov,875000
2008,New York Rangers,Fritsche,875000
2008,Minnesota Wild,Fritsche,875000
2008,Edmonton Oilers,Gagner,875000
2008,Florida Panthers,Garrison,875000
2008,Minnesota Wild,Gillies,875000
2008,Toronto Maple Leafs,Hanson,875000
2008,New York Islanders,Hillen,875000
2008,Chicago Blackhawks,Kane,875000
2008,Carolina Hurricanes,LaRose,875000
2008,Detroit Red Wings,Leino,875000
2008,Florida Panthers,Murphy,875000
2008,Tampa Bay Lightning,Murphy,875000
2008,Chicago Blackhawks,Niemi,875000
2008,Montreal Canadiens,Pacioretty,875000
2008,St. Louis Blues,Perron,875000
2008,Pittsburgh Penguins,Pesonen,875000
2008,St. Louis Blues,Pietrangelo,875000
2008,St. Louis Blues,Porter,875000
2008,Philadelphia Flyers,Sbisa,875000
2008,Toronto Maple Leafs,Schenn,875000
2008,Tampa Bay Lightning,Stamkos,875000
2008,Carolina Hurricanes,Sutter,875000
2008,Phoenix Coyotes,Tikhonov,875000
2008,Phoenix Coyotes,Turris,875000
2008,Columbus Blue Jackets,Voracek,875000
2008,Boston Bruins,Wheeler,875000
2007,Minnesota Wild,Burns,875000
2007,Dallas Stars,Fedoruk,875000
2007,Minnesota Wild,Fedoruk,875000
2007,Edmonton Oilers,Gagner,875000
2007,New York Islanders,Hillen,875000
2007,Chicago Blackhawks,Kane,875000
2007,Tampa Bay Lightning,O'Brien,875000
2007,St. Louis Blues,Perron,875000
2007,Phoenix Coyotes,Turris,875000
2005,Nashville Predators,Erat,875000
1997,Phoenix Coyotes,Baron,875000
2014,Tampa Bay Lightning,Barberio,874125
2014,Pittsburgh Penguins,Megna,874125
2014,Tampa Bay Lightning,Sustr,874125
2005,Edmonton Oilers,Cross,874000
2005,Pittsburgh Penguins,Cross,874000
2005,Detroit Red Wings,Cross,874000
2005,Chicago Blackhawks,Cullen,874000
2005,Montreal Canadiens,Danis,874000
2005,Los Angeles Kings,Dempsey,874000
2005,Los Angeles Kings,Grebeshkov,874000
2005,New York Islanders,Grebeshkov,874000
2008,Anaheim Ducks,Hedican,870500
2007,Toronto Maple Leafs,Steen,870180
2014,Chicago Blackhawks,Rundblad,870000
2013,Phoenix Coyotes,Brown,870000
2013,Washington Capitals,Brown,870000
2010,Anaheim Ducks,Palmieri,870000
2014,Calgary Flames,Wolf,868000
2014,Arizona Coyotes,Lessio,867500
2009,Columbus Blue Jackets,Picard,865700
2006,New York Islanders,Kozlov,865000
2008,Minnesota Wild,Veilleux,862500
2010,Buffalo Sabres,Kaleta,860000
2009,St. Louis Blues,Crombeen,860000
2008,Montreal Canadiens,Chipchura,860000
2007,Colorado Avalanche,Wolski,860000
2006,Edmonton Oilers,Schremp,860000
2005,Boston Bruins,Alberts,858800
2005,Toronto Maple Leafs,Colaiacovo,858800
2005,Minnesota Wild,Koivu,858800
2005,Chicago Blackhawks,Ruutu,858800
2005,Los Angeles Kings,Cammalleri,857850
2010,Philadelphia Flyers,Bobrovsky,855000
2010,Atlanta Thrashers,Burmistrov,855000
2010,Edmonton Oilers,Hall,855000
2010,New Jersey Devils,Josefson,855000
2010,Florida Panthers,Kulikov,855000
2010,New York Islanders,Niederreiter,855000
2010,Edmonton Oilers,Paajarvi,855000
2010,Carolina Hurricanes,Skinner,855000
2010,Minnesota Wild,Wellman,855000
2006,Edmonton Oilers,Greene,855000
2006,Montreal Canadiens,Latendresse,850800
2014,Toronto Maple Leafs,Ashton,850500
2014,Tampa Bay Lightning,Connolly,850500
2014,Boston Bruins,Connolly,850500
2014,Buffalo Sabres,D'Amigo,850500
2014,Colorado Avalanche,Elliott,850500
2014,Colorado Avalanche,Hishon,850500
2014,New York Islanders,Lee,850500
2014,New York Rangers,Moore,850500
2014,Arizona Coyotes,Moore,850500
2014,Minnesota Wild,Zucker,850500
2012,Phoenix Coyotes,Miele,850500
2011,Minnesota Wild,Wellman,850500
2014,St. Louis Blues,Allen,850000
2014,Nashville Predators,Clune,850000
2014,New Jersey Devils,Gionta,850000
2014,Toronto Maple Leafs,Holzer,850000
2014,Montreal Canadiens,Malhotra,850000
2014,Los Angeles Kings,Schultz,850000
2014,Vancouver Canucks,Sestito,850000
2014,Detroit Red Wings,Sheahan,850000
2014,Vancouver Canucks,Weber,850000
2013,Calgary Flames,Berra,850000
2013,Colorado Avalanche,Berra,850000
2013,Columbus Blue Jackets,Calvert,850000
2013,Los Angeles Kings,Carcillo,850000
2013,New York Rangers,Carcillo,850000
2013,Vancouver Canucks,Lack,850000
2013,Detroit Red Wings,Nyquist,850000
2013,Minnesota Wild,Prosser,850000
2013,San Jose Sharks,Wingels,850000
2012,Anaheim Ducks,Beleskey,850000
2012,Edmonton Oilers,Hordichuk,850000
2012,Toronto Maple Leafs,Komarov,850000
2012,Minnesota Wild,Konopka,850000
2012,Detroit Red Wings,Miller,850000
2012,Chicago Blackhawks,Stalberg,850000
2012,Tampa Bay Lightning,Thompson,850000
2012,Winnipeg Jets,Thorburn,850000
2011,Dallas Stars,Barch,850000
2011,Florida Panthers,Barch,850000
2011,Nashville Predators,Geoffrion,850000
2011,Montreal Canadiens,Geoffrion,850000
2011,Washington Capitals,Hendricks,850000
2011,Calgary Flames,Karlsson,850000
2011,Detroit Red Wings,Kindl,850000
2011,Calgary Flames,Morrison,850000
2011,Chicago Blackhawks,Morrison,850000
2011,Chicago Blackhawks,O'Donnell,850000
2011,Edmonton Oilers,Petry,850000
2011,Colorado Avalanche,Porter,850000
2011,New York Islanders,Rakhshani,850000
2011,Phoenix Coyotes,Summers,850000
2011,Winnipeg Jets,Thorburn,850000
2011,Dallas Stars,Wandell,850000
2010,St. Louis Blues,Bishop,850000
2010,Chicago Blackhawks,Crawford,850000
2010,Ottawa Senators,Foligno,850000
2010,Florida Panthers,Frolik,850000
2010,Chicago Blackhawks,Frolik,850000
2010,Nashville Predators,Geoffrion,850000
2010,Buffalo Sabres,Gerbe,850000
2010,Colorado Avalanche,Jones,850000
2010,St. Louis Blues,Oshie,850000
2010,Vancouver Canucks,Parent,850000
2010,Edmonton Oilers,Petry,850000
2010,New York Islanders,Rakhshani,850000
2010,Pittsburgh Penguins,Rupp,850000
2010,Vancouver Canucks,Shirokov,850000
2010,Colorado Avalanche,Stoa,850000
2010,Phoenix Coyotes,Summers,850000
2010,Dallas Stars,Sutherby,850000
2010,New York Islanders,Weight,850000
2009,New York Rangers,Anisimov,850000
2009,Washington Capitals,Backstrom,850000
2009,Boston Bruins,Begin,850000
2009,St. Louis Blues,Berglund,850000
2009,Edmonton Oilers,Cogliano,850000
2009,Calgary Flames,Dawes,850000
2009,Florida Panthers,Frolik,850000
2009,Buffalo Sabres,Gerbe,850000
2009,Phoenix Coyotes,Hanzal,850000
2009,Colorado Avalanche,Hensick,850000
2009,St. Louis Blues,Johnson,850000
2009,Toronto Maple Leafs,Kulemin,850000
2009,Detroit Red Wings,Lebda,850000
2009,Ottawa Senators,Lee,850000
2009,Atlanta Thrashers,Little,850000
2009,Columbus Blue Jackets,Mason,850000
2009,Florida Panthers,McArdle,850000
2009,Tampa Bay Lightning,Mihalik,850000
2009,Phoenix Coyotes,Mueller,850000
2009,Colorado Avalanche,Mueller,850000
2009,Washington Capitals,Neuvirth,850000
2009,New York Islanders,Okposo,850000
2009,St. Louis Blues,Oshie,850000
2009,Atlanta Thrashers,Pavelec,850000
2009,Ottawa Senators,Picard,850000
2009,Carolina Hurricanes,Picard,850000
2009,Montreal Canadiens,Price,850000
2009,Boston Bruins,Rask,850000
2009,New York Rangers,Sanguinetti,850000
2009,Minnesota Wild,Sheppard,850000
2009,Vancouver Canucks,Shirokov,850000
2009,Chicago Blackhawks,Skille,850000
2009,Colorado Avalanche,Stewart,850000
2009,Colorado Avalanche,Stoa,850000
2009,Chicago Blackhawks,Toews,850000
2009,Washington Capitals,Varlamov,850000
2009,Dallas Stars,Vishnevskiy,850000
2008,Detroit Red Wings,Abdelkader,850000
2008,New York Rangers,Anisimov,850000
2008,Washington Capitals,Backstrom,850000
2008,St. Louis Blues,Berglund,850000
2008,St. Louis Blues,Bishop,850000
2008,Minnesota Wild,Boogaard,850000
2008,Columbus Blue Jackets,Brassard,850000
2008,Phoenix Coyotes,Carcillo,850000
2008,Philadelphia Flyers,Carcillo,850000
2008,Edmonton Oilers,Cogliano,850000
2008,Florida Panthers,Frolik,850000
2008,Buffalo Sabres,Gerbe,850000
2008,Philadelphia Flyers,Giroux,850000
2008,Toronto Maple Leafs,Grabovski,850000
2008,Phoenix Coyotes,Hanzal,850000
2008,Tampa Bay Lightning,Helenius,850000
2008,Los Angeles Kings,Johnson,850000
2008,Boston Bruins,Kessel,850000
2008,Toronto Maple Leafs,Kulemin,850000
2008,Los Angeles Kings,LaBarbera,850000
2008,Vancouver Canucks,LaBarbera,850000
2008,Montreal Canadiens,Latendresse,850000
2008,Ottawa Senators,Lee,850000
2008,Los Angeles Kings,Lewis,850000
2008,Phoenix Coyotes,Lisin,850000
2008,Atlanta Thrashers,Little,850000
2008,Columbus Blue Jackets,Mason,850000
2008,Florida Panthers,McArdle,850000
2008,Tampa Bay Lightning,Mihalik,850000
2008,Phoenix Coyotes,Mueller,850000
2008,Washington Capitals,Neuvirth,850000
2008,New York Islanders,Okposo,850000
2008,St. Louis Blues,Oshie,850000
2008,Philadelphia Flyers,Parent,850000
2008,Atlanta Thrashers,Pavelec,850000
2008,Calgary Flames,Pelech,850000
2008,Minnesota Wild,Pouliot,850000
2008,Montreal Canadiens,Price,850000
2008,Los Angeles Kings,Purcell,850000
2008,Boston Bruins,Rask,850000
2008,Anaheim Ducks,Ryan,850000
2008,San Jose Sharks,Setoguchi,850000
2008,Minnesota Wild,Sheppard,850000
2008,Chicago Blackhawks,Skille,850000
2008,Pittsburgh Penguins,Staal,850000
2008,Colorado Avalanche,Stewart,850000
2008,Toronto Maple Leafs,Tlusty,850000
2008,Chicago Blackhawks,Toews,850000
2008,Washington Capitals,Varlamov,850000
2008,Dallas Stars,Vishnevskiy,850000
2008,Toronto Maple Leafs,White,850000
2007,Detroit Red Wings,Abdelkader,850000
2007,Washington Capitals,Backstrom,850000
2007,Los Angeles Kings,Bernier,850000
2007,San Jose Sharks,Bernier,850000
2007,Buffalo Sabres,Bernier,850000
2007,Vancouver Canucks,Bourdon,850000
2007,Columbus Blue Jackets,Brassard,850000
2007,Columbus Blue Jackets,Brule,850000
2007,Detroit Red Wings,Chelios,850000
2007,Edmonton Oilers,Cogliano,850000
2007,Tampa Bay Lightning,Craig,850000
2007,Pittsburgh Penguins,Crosby,850000
2007,Detroit Red Wings,Filppula,850000
2007,Philadelphia Flyers,Giroux,850000
2007,Washington Capitals,Green,850000
2007,Phoenix Coyotes,Hanzal,850000
2007,Anaheim Ducks,Hiller,850000
2007,Detroit Red Wings,Howard,850000
2007,St. Louis Blues,Johnson,850000
2007,Los Angeles Kings,Johnson,850000
2007,Washington Capitals,Jurcina,850000
2007,San Jose Sharks,Kaspar,850000
2007,Boston Bruins,Kessel,850000
2007,Los Angeles Kings,Kopitar,850000
2007,Philadelphia Flyers,Kukkonen,850000
2007,Montreal Canadiens,Latendresse,850000
2007,Ottawa Senators,Lee,850000
2007,Phoenix Coyotes,Lisin,850000
2007,Atlanta Thrashers,Little,850000
2007,Ottawa Senators,McAmmond,850000
2007,Florida Panthers,Mezei,850000
2007,Phoenix Coyotes,Mueller,850000
2007,New York Islanders,Okposo,850000
2007,Philadelphia Flyers,Parent,850000
2007,Atlanta Thrashers,Pavelec,850000
2007,Minnesota Wild,Pouliot,850000
2007,Montreal Canadiens,Price,850000
2007,Boston Bruins,Rask,850000
2007,Anaheim Ducks,Ryan,850000
2007,Ottawa Senators,Schubert,850000
2007,Carolina Hurricanes,Seidenberg,850000
2007,San Jose Sharks,Setoguchi,850000
2007,Minnesota Wild,Sheppard,850000
2007,Chicago Blackhawks,Skille,850000
2007,Pittsburgh Penguins,Staal,850000
2007,New York Rangers,Staal,850000
2007,Toronto Maple Leafs,Tlusty,850000
2007,Chicago Blackhawks,Toews,850000
2007,Atlanta Thrashers,Valabik,850000
2007,Ottawa Senators,Winchester,850000
2006,San Jose Sharks,Bernier,850000
2006,Vancouver Canucks,Bourdon,850000
2006,Columbus Blue Jackets,Brule,850000
2006,Columbus Blue Jackets,Campbell,850000
2006,Detroit Red Wings,Chelios,850000
2006,Washington Capitals,Clymer,850000
2006,Pittsburgh Penguins,Crosby,850000
2006,New Jersey Devils,Greene,850000
2006,Atlanta Thrashers,Hedberg,850000
2006,Los Angeles Kings,Johnson,850000
2006,Boston Bruins,Kessel,850000
2006,Los Angeles Kings,Kopitar,850000
2006,Phoenix Coyotes,Lisin,850000
2006,Edmonton Oilers,Markkanen,850000
2006,Philadelphia Flyers,Parent,850000
2006,Minnesota Wild,Pouliot,850000
2006,Pittsburgh Penguins,Staal,850000
2006,Phoenix Coyotes,Thomas,850000
2005,San Jose Sharks,Bernier,850000
2005,Columbus Blue Jackets,Brule,850000
2005,Detroit Red Wings,Chelios,850000
2005,Pittsburgh Penguins,Crosby,850000
2005,Minnesota Wild,Daigle,850000
2005,Edmonton Oilers,Markkanen,850000
2002,Tampa Bay Lightning,Andreychuk,850000
2001,Tampa Bay Lightning,Andreychuk,850000
1999,Philadelphia Flyers,Andersson,850000
1999,New York Islanders,Andersson,850000
1997,Toronto Maple Leafs,Adams,850000
1996,St. Louis Blues,Baron,850000
1996,Montreal Canadiens,Baron,850000
1996,Phoenix Coyotes,Baron,850000
2013,Tampa Bay Lightning,Brown,847125
2012,Carolina Hurricanes,Nodl,845000
2011,Philadelphia Flyers,Nodl,845000
2011,Carolina Hurricanes,Nodl,845000
2014,Philadelphia Flyers,Cousins,843000
2014,New Jersey Devils,Matteau,843000
2014,Toronto Maple Leafs,Leivo,842500
2014,Arizona Coyotes,Rieder,842500
2013,Chicago Blackhawks,Saad,842500
2012,New Jersey Devils,Matteau,842500
2014,New Jersey Devils,Merrill,840000
2013,Colorado Avalanche,Barrie,840000
2013,Tampa Bay Lightning,Johnson,840000
2013,Buffalo Sabres,McNabb,840000
2013,New Jersey Devils,Merrill,840000
2012,Colorado Avalanche,Elliott,840000
2012,Carolina Hurricanes,Faulk,840000
2012,Anaheim Ducks,Vatanen,840000
2011,Edmonton Oilers,Lander,840000
2010,Ottawa Senators,Lehner,840000
2009,Colorado Avalanche,O'Reilly,840000
2009,Atlanta Thrashers,Slater,840000
2008,New York Rangers,Sjostrom,840000
2005,Detroit Red Wings,Kronwall,840000
2005,Buffalo Sabres,Kotalik,837900
2012,Columbus Blue Jackets,Atkinson,837500
2012,Detroit Red Wings,Nyquist,837500
2007,New Jersey Devils,Pandolfo,836000
2006,New Jersey Devils,Pandolfo,836000
2005,Minnesota Wild,Burns,836000
2005,St. Louis Blues,Cajanek,836000
2005,San Jose Sharks,Goc,836000
2005,New Jersey Devils,Pandolfo,836000
2005,Minnesota Wild,Schultz,836000
2005,Carolina Hurricanes,Wallin,836000
2010,St. Louis Blues,Cole,835000
2007,Edmonton Oilers,Gilbert,835000
2006,Philadelphia Flyers,Potulny,835000
2006,Philadelphia Flyers,Jonsson,833500
2014,Anaheim Ducks,Noesen,833000
2014,Ottawa Senators,Puempel,833000
2014,Colorado Avalanche,Siemens,833000
2014,Calgary Flames,Baertschi,832500
2014,Vancouver Canucks,Baertschi,832500
2014,Minnesota Wild,Brodin,832500
2014,Chicago Blackhawks,Danault,832500
2014,Boston Bruins,Hamilton,832500
2014,Florida Panthers,Huberdeau,832500
2014,Vancouver Canucks,Jensen,832500
2014,New York Rangers,Miller,832500
2014,Boston Bruins,Morrow,832500
2014,Arizona Coyotes,Murphy,832500
2014,Carolina Hurricanes,Murphy,832500
2014,Dallas Stars,Oleksiak,832500
2014,Toronto Maple Leafs,Percy,832500
2014,Chicago Blackhawks,Saad,832500
2014,Winnipeg Jets,Scheifele,832500
2014,New York Islanders,Strome,832500
2014,Ottawa Senators,Zibanejad,832500
2011,Carolina Hurricanes,Welsh,832000
2010,Colorado Avalanche,Shattenkirk,831250
2010,St. Louis Blues,Shattenkirk,831250
2013,San Jose Sharks,Sheppard,830000
2010,Boston Bruins,Caron,830000
2008,Florida Panthers,Cullimore,830000
2014,New York Islanders,Donovan,826875
2013,Columbus Blue Jackets,Goloubef,826875
2009,Chicago Blackhawks,Niemi,826875
2014,Nashville Predators,Bourque,825000
2014,Boston Bruins,Ferlin,825000
2014,San Jose Sharks,Karlsson,825000
2013,Ottawa Senators,Da Costa,825000
2013,Los Angeles Kings,Fraser,825000
2013,Tampa Bay Lightning,Korobov,825000
2012,Minnesota Wild,Falk,825000
2012,Los Angeles Kings,Fraser,825000
2012,Philadelphia Flyers,Gervais,825000
2012,Nashville Predators,Halischuk,825000
2012,Edmonton Oilers,Petrell,825000
2012,San Jose Sharks,Sheppard,825000
2012,Florida Panthers,Skille,825000
2011,Detroit Red Wings,Abdelkader,825000
2011,Los Angeles Kings,Fraser,825000
2011,Columbus Blue Jackets,Giroux,825000
2011,Washington Capitals,Halpern,825000
2011,Edmonton Oilers,Hordichuk,825000
2011,Detroit Red Wings,Miller,825000
2011,Florida Panthers,Skille,825000
2010,Dallas Stars,Barch,825000
2010,Edmonton Oilers,Fraser,825000
2010,Vancouver Canucks,Hansen,825000
2010,Detroit Red Wings,Helm,825000
2010,Ottawa Senators,Lee,825000
2010,Philadelphia Flyers,Leino,825000
2010,Boston Bruins,Thornton,825000
2009,Colorado Avalanche,Jones,825000
2008,Washington Capitals,Johnson,825000
2008,Boston Bruins,Karsums,825000
2008,Tampa Bay Lightning,Karsums,825000
2008,Boston Bruins,Krejci,825000
2008,Tampa Bay Lightning,Smaby,825000
2007,Chicago Blackhawks,Bolland,825000
2007,Dallas Stars,Fistric,825000
2007,Chicago Blackhawks,Sharp,825000
2006,Chicago Blackhawks,Bolland,825000
2006,Washington Capitals,Green,825000
2006,Washington Capitals,Schultz,825000
2005,Edmonton Oilers,Torres,825000
2001,Boston Bruins,Axelsson,825000
2002,Pittsburgh Penguins,Aubin,820000
2005,Boston Bruins,Toivonen,818900
2014,Dallas Stars,Ritchie,818000
2014,Chicago Blackhawks,Clendening,817500
2014,Vancouver Canucks,Clendening,817500
2014,Boston Bruins,Khokhlachev,817500
2014,Winnipeg Jets,Lowry,817500
2013,Nashville Predators,Hellberg,817500
2012,Tampa Bay Lightning,Conacher,817500
2012,Ottawa Senators,Conacher,817500
2006,New York Rangers,Lundqvist,817000
2005,New York Rangers,Lundqvist,817000
2005,Phoenix Coyotes,Sjostrom,817000
2006,Pittsburgh Penguins,Armstrong,816953
2013,Pittsburgh Penguins,Dumoulin,815000
2013,Florida Panthers,Petrovic,815000
2013,Boston Bruins,Spooner,815000
2007,Edmonton Oilers,Schremp,815000
2014,Anaheim Ducks,Etem,810000
2014,Arizona Coyotes,Gormley,810000
