yr,tm,lst,sal
2012,Colorado Avalanche,Wilson,2000000
2011,Edmonton Oilers,Belanger,2000000
2011,Winnipeg Jets,Bogosian,2000000
2011,Boston Bruins,Boychuk,2000000
2011,Chicago Blackhawks,Brunette,2000000
2011,Vancouver Canucks,Burrows,2000000
2011,Pittsburgh Penguins,Cooke,2000000
2011,Boston Bruins,Kelly,2000000
2011,Pittsburgh Penguins,Kennedy,2000000
2011,Washington Capitals,Knuble,2000000
2011,Boston Bruins,Marchand,2000000
2011,Ottawa Senators,Neil,2000000
2011,Dallas Stars,Pardy,2000000
2011,St. Louis Blues,Polak,2000000
2011,Vancouver Canucks,Salo,2000000
2011,Phoenix Coyotes,Smith,2000000
2010,Florida Panthers,Bernier,2000000
2010,Minnesota Wild,Brunette,2000000
2010,Vancouver Canucks,Burrows,2000000
2010,New Jersey Devils,Clarkson,2000000
2010,Carolina Hurricanes,Corvo,2000000
2010,New York Rangers,Dubinsky,2000000
2010,New York Islanders,Eaton,2000000
2010,Columbus Blue Jackets,Hejda,2000000
2010,New York Islanders,Hunter,2000000
2010,Ottawa Senators,Kelly,2000000
2010,Boston Bruins,Kelly,2000000
2010,Ottawa Senators,Neil,2000000
2010,San Jose Sharks,Niemi,2000000
2010,San Jose Sharks,Niittymaki,2000000
2010,Atlanta Thrashers,Sopel,2000000
2010,Montreal Canadiens,Sopel,2000000
2010,Anaheim Ducks,Sutton,2000000
2010,Minnesota Wild,Zanon,2000000
2010,Philadelphia Flyers,Zherdev,2000000
2009,Vancouver Canucks,Bernier,2000000
2009,Vancouver Canucks,Burrows,2000000
2009,Pittsburgh Penguins,Eaton,2000000
2009,Nashville Predators,Ellis,2000000
2009,Pittsburgh Penguins,Guerin,2000000
2009,Tampa Bay Lightning,Halpern,2000000
2009,Los Angeles Kings,Halpern,2000000
2009,Columbus Blue Jackets,Hejda,2000000
2009,New York Islanders,Hunter,2000000
2009,Ottawa Senators,Kelly,2000000
2009,Ottawa Senators,Neil,2000000
2009,Edmonton Oilers,Nilsson,2000000
2009,New York Islanders,Roloson,2000000
2009,Anaheim Ducks,Selanne,2000000
2009,Tampa Bay Lightning,Smith,2000000
2009,New York Islanders,Weight,2000000
2008,Pittsburgh Penguins,Eaton,2000000
2008,Carolina Hurricanes,Gleason,2000000
2008,Tampa Bay Lightning,Halpern,2000000
2008,Columbus Blue Jackets,Hejda,2000000
2008,New York Islanders,Hunter,2000000
2008,Boston Bruins,Kobasew,2000000
2008,Minnesota Wild,Miettinen,2000000
2008,Anaheim Ducks,Niedermayer,2000000
2008,Phoenix Coyotes,Reinprecht,2000000
2007,Toronto Maple Leafs,Bell,2000000
2007,Dallas Stars,Halpern,2000000
2007,Tampa Bay Lightning,Halpern,2000000
2007,Anaheim Ducks,Niedermayer,2000000
2007,New Jersey Devils,Parise,2000000
2007,Toronto Maple Leafs,Raycroft,2000000
2007,Phoenix Coyotes,Reinprecht,2000000
2007,Montreal Canadiens,Smolinski,2000000
2007,Edmonton Oilers,Tarnstrom,2000000
2007,Columbus Blue Jackets,Tarnstrom,2000000
2007,Carolina Hurricanes,Ward,2000000
2006,San Jose Sharks,Bell,2000000
2006,St. Louis Blues,Brewer,2000000
2006,Nashville Predators,Dumont,2000000
2006,Los Angeles Kings,Frolov,2000000
2006,Philadelphia Flyers,Gauthier,2000000
2006,St. Louis Blues,Guerin,2000000
2006,San Jose Sharks,Guerin,2000000
2006,Dallas Stars,Halpern,2000000
2006,Nashville Predators,Hamhuis,2000000
2006,Phoenix Coyotes,Joseph,2000000
2006,Montreal Canadiens,Markov,2000000
2006,New Jersey Devils,Martin,2000000
2006,Los Angeles Kings,McCauley,2000000
2006,Anaheim Ducks,Niedermayer,2000000
2006,Philadelphia Flyers,Pitkanen,2000000
2006,Phoenix Coyotes,Reinprecht,2000000
2006,Atlanta Thrashers,Sutton,2000000
2006,New York Rangers,Weekes,2000000
2005,Columbus Blue Jackets,Berard,2000000
2005,St. Louis Blues,Brewer,2000000
2005,Los Angeles Kings,Frolov,2000000
2005,Philadelphia Flyers,Gagne,2000000
2005,Anaheim Mighty Ducks,Niedermayer,2000000
2005,Buffalo Sabres,Numminen,2000000
2005,San Jose Sharks,Sturm,2000000
2005,Boston Bruins,Sturm,2000000
2000,Atlanta Thrashers,Audette,2000000
2000,Buffalo Sabres,Audette,2000000
2000,Vancouver Canucks,Baron,2000000
1999,Vancouver Canucks,Baron,2000000
2007,Philadelphia Flyers,Smith,1976000
2006,Edmonton Oilers,Smith,1976000
2006,Washington Capitals,Zednik,1976000
2006,New York Islanders,Zednik,1976000
2005,Phoenix Coyotes,Nagy,1976000
2005,Ottawa Senators,Phillips,1976000
2005,Edmonton Oilers,Smith,1976000
2012,Detroit Red Wings,Bertuzzi,1975000
2009,Washington Capitals,Morrisonn,1975000
2008,Washington Capitals,Morrisonn,1975000
2010,Columbus Blue Jackets,Stralman,1950000
2008,Calgary Flames,Bertuzzi,1950000
2008,New York Rangers,Mara,1950000
2007,Toronto Maple Leafs,Antropov,1950000
2005,Buffalo Sabres,Briere,1930000
2013,Washington Capitals,Erskine,1925000
2014,New York Rangers,Glass,1900000
2014,Minnesota Wild,Niederreiter,1900000
2013,St. Louis Blues,Elliott,1900000
2013,Winnipeg Jets,Frolik,1900000
2013,Buffalo Sabres,McBain,1900000
2012,Vancouver Canucks,Higgins,1900000
2012,Carolina Hurricanes,LaRose,1900000
2011,Tampa Bay Lightning,Downie,1900000
2011,Colorado Avalanche,Downie,1900000
2011,Vancouver Canucks,Higgins,1900000
2011,Philadelphia Flyers,Walker,1900000
2010,San Jose Sharks,Huskins,1900000
2010,Carolina Hurricanes,Jokinen,1900000
2010,Carolina Hurricanes,LaRose,1900000
2010,New York Islanders,Martinek,1900000
2010,Los Angeles Kings,Quick,1900000
2009,Chicago Blackhawks,Keith,1900000
2008,Montreal Canadiens,Higgins,1900000
2008,Montreal Canadiens,Komisarek,1900000
2008,Minnesota Wild,Skoula,1900000
2007,New York Rangers,Avery,1900000
2007,Tampa Bay Lightning,Prospal,1900000
2007,Philadelphia Flyers,Prospal,1900000
2006,Montreal Canadiens,Aebischer,1900000
2006,Chicago Blackhawks,Cullimore,1900000
2006,Montreal Canadiens,Johnson,1900000
2006,Vancouver Canucks,Kesler,1900000
2006,Dallas Stars,Modry,1900000
2006,Los Angeles Kings,Modry,1900000
2006,Tampa Bay Lightning,Prospal,1900000
2006,Calgary Flames,Regehr,1900000
2006,Dallas Stars,Ribeiro,1900000
2006,Tampa Bay Lightning,Sarich,1900000
2006,Los Angeles Kings,Visnovsky,1900000
2005,Colorado Avalanche,Aebischer,1900000
2005,Montreal Canadiens,Aebischer,1900000
2005,Buffalo Sabres,Hecht,1900000
2005,Toronto Maple Leafs,Klee,1900000
2005,New Jersey Devils,Klee,1900000
2005,Colorado Avalanche,Konowalchuk,1900000
2005,Buffalo Sabres,Lydman,1900000
2005,San Jose Sharks,McLaren,1900000
2005,Dallas Stars,Morrow,1900000
2005,New York Islanders,Parrish,1900000
2005,Los Angeles Kings,Parrish,1900000
2005,Tampa Bay Lightning,Prospal,1900000
2005,San Jose Sharks,Stuart,1900000
2005,Boston Bruins,Stuart,1900000
2005,Calgary Flames,Warrener,1900000
2005,New York Rangers,Weekes,1900000
2005,Chicago Blackhawks,Cullimore,1881000
2012,Columbus Blue Jackets,Anisimov,1875000
2011,New York Rangers,Anisimov,1875000
2011,Washington Capitals,Chimera,1875000
2010,Washington Capitals,Chimera,1875000
2009,Columbus Blue Jackets,Chimera,1875000
2009,Washington Capitals,Chimera,1875000
2008,Montreal Canadiens,Bouillon,1875000
2008,Columbus Blue Jackets,Chimera,1875000
2008,Tampa Bay Lightning,Jokinen,1875000
2008,Carolina Hurricanes,Jokinen,1875000
2007,Montreal Canadiens,Bouillon,1875000
2006,Montreal Canadiens,Bouillon,1875000
2006,Chicago Blackhawks,Ruutu,1875000
2014,San Jose Sharks,Burish,1850000
2014,Detroit Red Wings,Gustavsson,1850000
2014,Edmonton Oilers,Hendricks,1850000
2014,Vancouver Canucks,Matthias,1850000
2014,Montreal Canadiens,Moen,1850000
2014,Dallas Stars,Moen,1850000
2013,San Jose Sharks,Burish,1850000
2013,Nashville Predators,Hendricks,1850000
2013,Edmonton Oilers,Hendricks,1850000
2013,Colorado Avalanche,McGinn,1850000
2013,Montreal Canadiens,Moen,1850000
2012,San Jose Sharks,Burish,1850000
2012,Phoenix Coyotes,Korpikoski,1850000
2012,Montreal Canadiens,Moen,1850000
2012,Phoenix Coyotes,Sullivan,1850000
2012,New Jersey Devils,Sullivan,1850000
2011,Phoenix Coyotes,Brule,1850000
2008,Boston Bruins,Axelsson,1850000
2007,Boston Bruins,Axelsson,1850000
2007,Minnesota Wild,Schultz,1850000
2006,Calgary Flames,Amonte,1850000
2006,Boston Bruins,Axelsson,1850000
2006,Minnesota Wild,Bouchard,1850000
2006,Atlanta Thrashers,Rucchin,1850000
2006,Washington Capitals,Zubrus,1850000
2006,Buffalo Sabres,Zubrus,1850000
2005,Calgary Flames,Amonte,1850000
2005,Washington Capitals,Zubrus,1850000
2013,Washington Capitals,Johansson,1825000
2005,Dallas Stars,Boucher,1824000
2005,Anaheim Mighty Ducks,Salei,1824000
2005,Montreal Canadiens,Zednik,1824000
2014,Boston Bruins,McQuaid,1800000
2013,New York Rangers,Boyle,1800000
2013,Dallas Stars,Fiddler,1800000
2013,Boston Bruins,Iginla,1800000
2013,Edmonton Oilers,Petry,1800000
2013,New York Rangers,Stralman,1800000
2013,Winnipeg Jets,Stuart,1800000
2013,Anaheim Ducks,Winnik,1800000
2012,Washington Capitals,Chimera,1800000
2012,St. Louis Blues,D'Agostini,1800000
2012,New Jersey Devils,D'Agostini,1800000
2012,Dallas Stars,Fiddler,1800000
2012,Columbus Blue Jackets,Nikitin,1800000
2012,Colorado Avalanche,O'Brien,1800000
2012,Winnipeg Jets,Ponikarovsky,1800000
2012,New Jersey Devils,Ponikarovsky,1800000
2012,Tampa Bay Lightning,Pouliot,1800000
2012,Anaheim Ducks,Winnik,1800000
2011,Dallas Stars,Fiddler,1800000
2011,Anaheim Ducks,Foster,1800000
2011,New Jersey Devils,Foster,1800000
2011,Minnesota Wild,Foster,1800000
2011,Los Angeles Kings,Quick,1800000
2010,Phoenix Coyotes,Aucoin,1800000
2010,Edmonton Oilers,Brule,1800000
2010,Tampa Bay Lightning,Downie,1800000
2010,Florida Panthers,Dvorak,1800000
2010,Atlanta Thrashers,Dvorak,1800000
2010,Edmonton Oilers,Foster,1800000
2010,St. Louis Blues,Perron,1800000
2010,San Jose Sharks,Setoguchi,1800000
2009,Pittsburgh Penguins,Fedotenko,1800000
2009,Vancouver Canucks,Lukowich,1800000
2009,Florida Panthers,Reinprecht,1800000
2008,Montreal Canadiens,Plekanec,1800000
2007,St. Louis Blues,Legace,1800000
2007,Florida Panthers,Weiss,1800000
2006,New York Rangers,Rachunek,1800000
2006,Toronto Maple Leafs,Raycroft,1800000
2005,Atlanta Thrashers,Sutton,1800000
1999,New Jersey Devils,Arnott,1800000
1998,New Jersey Devils,Arnott,1800000
1997,Edmonton Oilers,Arnott,1800000
1997,New Jersey Devils,Arnott,1800000
1996,Edmonton Oilers,Arnott,1800000
2008,San Jose Sharks,Grier,1775000
2007,San Jose Sharks,Grier,1775000
2006,San Jose Sharks,Grier,1775000
2005,Phoenix Coyotes,Mara,1775000
2014,Los Angeles Kings,King,1750000
2014,Chicago Blackhawks,Rozsival,1750000
2014,Carolina Hurricanes,Sekera,1750000
2014,Los Angeles Kings,Sekera,1750000
2014,Montreal Canadiens,Weaver,1750000
2013,Calgary Flames,Brodie,1750000
2013,Detroit Red Wings,Cleary,1750000
2013,Detroit Red Wings,Helm,1750000
2013,Carolina Hurricanes,Sekera,1750000
2013,San Jose Sharks,Torres,1750000
2012,Philadelphia Flyers,Fedotenko,1750000
2012,Detroit Red Wings,Helm,1750000
2012,Montreal Canadiens,Pacioretty,1750000
2012,Phoenix Coyotes,Torres,1750000
2012,San Jose Sharks,Torres,1750000
2011,Montreal Canadiens,Campoli,1750000
2011,Dallas Stars,Grossmann,1750000
2011,Philadelphia Flyers,Grossmann,1750000
2011,Phoenix Coyotes,Korpikoski,1750000
2011,Pittsburgh Penguins,Niskanen,1750000
2011,Columbus Blue Jackets,Prospal,1750000
2011,Phoenix Coyotes,Torres,1750000
2010,Boston Bruins,Boychuk,1750000
2010,St. Louis Blues,Colaiacovo,1750000
2010,Columbus Blue Jackets,Moreau,1750000
2009,Minnesota Wild,Belanger,1750000
2009,Washington Capitals,Belanger,1750000
2009,Vancouver Canucks,Kesler,1750000
2009,Florida Panthers,Leopold,1750000
2009,Pittsburgh Penguins,Leopold,1750000
2009,Edmonton Oilers,Moreau,1750000
2009,Phoenix Coyotes,Sauer,1750000
2009,Toronto Maple Leafs,Stajan,1750000
2009,Calgary Flames,Stajan,1750000
2008,Colorado Avalanche,Arnason,1750000
2008,Minnesota Wild,Belanger,1750000
2008,Montreal Canadiens,Dandenault,1750000
2008,Vancouver Canucks,Kesler,1750000
2008,Edmonton Oilers,Moreau,1750000
2008,Phoenix Coyotes,Sauer,1750000
2008,Toronto Maple Leafs,Stajan,1750000
2008,Colorado Avalanche,Svatos,1750000
2008,New York Islanders,Weight,1750000
2008,Florida Panthers,Zednik,1750000
2007,Minnesota Wild,Belanger,1750000
2007,Buffalo Sabres,Campbell,1750000
2007,San Jose Sharks,Campbell,1750000
2007,Montreal Canadiens,Dandenault,1750000
2007,Nashville Predators,Erat,1750000
2007,Nashville Predators,Hamhuis,1750000
2007,Dallas Stars,Jokinen,1750000
2007,Tampa Bay Lightning,Jokinen,1750000
2007,Vancouver Canucks,Kesler,1750000
2007,Calgary Flames,Nolan,1750000
2007,Pittsburgh Penguins,Recchi,1750000
2007,Atlanta Thrashers,Recchi,1750000
2007,Carolina Hurricanes,Stillman,1750000
2007,Ottawa Senators,Stillman,1750000
2006,Nashville Predators,Hartnell,1750000
2006,Buffalo Sabres,Kalinin,1750000
2006,St. Louis Blues,Rucinsky,1750000
2006,Carolina Hurricanes,Stillman,1750000
2006,Florida Panthers,Stumpel,1750000
2006,Columbus Blue Jackets,Zherdev,1750000
2005,Boston Bruins,Boynton,1750000
2005,Carolina Hurricanes,Stillman,1750000
2005,Philadelphia Flyers,Brashear,1748000
2005,Phoenix Coyotes,Comrie,1748000
2005,New Jersey Devils,Kozlov,1748000
2005,Atlanta Thrashers,Modry,1748000
2005,Phoenix Coyotes,O'Donnell,1748000
2005,Anaheim Mighty Ducks,O'Donnell,1748000
2012,Florida Panthers,Mueller,1725000
2011,San Jose Sharks,Mitchell,1725000
2009,Toronto Maple Leafs,Exelby,1725000
2009,San Jose Sharks,Pavelski,1725000
2009,Carolina Hurricanes,Wallin,1725000
2009,San Jose Sharks,Wallin,1725000
2008,Carolina Hurricanes,Wallin,1725000
2007,Carolina Hurricanes,Wallin,1725000
2006,Carolina Hurricanes,Wallin,1725000
2005,San Jose Sharks,Thornton,1710000
2005,New Jersey Devils,White,1710000
2014,Columbus Blue Jackets,Boll,1700000
2014,Vancouver Canucks,Bonino,1700000
2014,Boston Bruins,Campbell,1700000
2014,Colorado Avalanche,Mitchell,1700000
2014,Ottawa Senators,Smith,1700000
2013,Calgary Flames,Butler,1700000
2013,Boston Bruins,Campbell,1700000
2013,Washington Capitals,Chimera,1700000
2013,Florida Panthers,Goc,1700000
2013,Pittsburgh Penguins,Goc,1700000
2013,Washington Capitals,Holtby,1700000
2013,Chicago Blackhawks,Khabibulin,1700000
2013,Carolina Hurricanes,Tlusty,1700000
2012,New York Rangers,Boyle,1700000
2012,Minnesota Wild,Clutterbuck,1700000
2012,St. Louis Blues,Elliott,1700000
2012,Florida Panthers,Goc,1700000
2012,Carolina Hurricanes,McBain,1700000
2012,Edmonton Oilers,Petry,1700000
2012,Los Angeles Kings,Quick,1700000
2012,Winnipeg Jets,Stuart,1700000
2012,Detroit Red Wings,Tootoo,1700000
2011,Florida Panthers,Goc,1700000
2011,New York Rangers,Rupp,1700000
2010,New York Rangers,Boogaard,1700000
2010,Calgary Flames,Tanguay,1700000
2009,New York Rangers,Dubinsky,1700000
2009,Dallas Stars,Eriksson,1700000
2009,St. Louis Blues,Steen,1700000
2009,Minnesota Wild,Zanon,1700000
2008,Buffalo Sabres,Gaustad,1700000
2008,Washington Capitals,Laich,1700000
2008,Florida Panthers,McLean,1700000
2008,Florida Panthers,Olesz,1700000
2008,Toronto Maple Leafs,Steen,1700000
2008,St. Louis Blues,Steen,1700000
2007,Florida Panthers,McLean,1700000
2007,Minnesota Wild,Skoula,1700000
2006,St. Louis Blues,Cajanek,1700000
2006,Los Angeles Kings,Cammalleri,1700000
2006,Montreal Canadiens,Dandenault,1700000
2006,Ottawa Senators,Schaefer,1700000
2006,Florida Panthers,Van Ryn,1700000
2005,Montreal Canadiens,Dandenault,1700000
2008,Minnesota Wild,Bergeron,1691000
2005,Minnesota Wild,Kuba,1691000
2010,Boston Bruins,Stuart,1675000
2010,Atlanta Thrashers,Stuart,1675000
2009,Montreal Canadiens,Mara,1675000
2005,Columbus Blue Jackets,Denis,1672000
2005,Minnesota Wild,Fernandez,1672000
2005,Phoenix Coyotes,Johnson,1672000
2005,Calgary Flames,Regehr,1672000
2005,Minnesota Wild,Roloson,1672000
2005,Edmonton Oilers,Roloson,1672000
2005,Washington Capitals,Witt,1672000
2005,Nashville Predators,Witt,1672000
2005,New Jersey Devils,Langenbrunner,1655130
2013,Philadelphia Flyers,Emery,1650000
2013,Florida Panthers,Matthias,1650000
2013,Vancouver Canucks,Matthias,1650000
2013,New York Rangers,Pyatt,1650000
2013,Pittsburgh Penguins,Pyatt,1650000
2012,Colorado Avalanche,McGinn,1650000
2011,Dallas Stars,Souray,1650000
2010,Los Angeles Kings,Johnson,1650000
2010,Atlanta Thrashers,Little,1650000
2010,Dallas Stars,Skrastins,1650000
2009,Detroit Red Wings,Draper,1650000
2009,Chicago Blackhawks,Ladd,1650000
2008,Anaheim Ducks,Beauchemin,1650000
2008,Columbus Blue Jackets,Klesla,1650000
2008,San Jose Sharks,Lukowich,1650000
2007,Anaheim Ducks,Beauchemin,1650000
2006,Tampa Bay Lightning,Fedotenko,1650000
2006,Nashville Predators,Legwand,1650000
2002,Ottawa Senators,Arvedson,1650000
2011,Detroit Red Wings,Bertuzzi,1625000
2010,Philadelphia Flyers,Walker,1625000
2009,Boston Bruins,Ference,1625000
2006,Minnesota Wild,Skoula,1625000
2006,Edmonton Oilers,Tjarnqvist,1625000
2006,Edmonton Oilers,Staios,1615000
2005,Edmonton Oilers,Staios,1615000
2014,Washington Capitals,Fehr,1600000
2014,Dallas Stars,Garbutt,1600000
2014,Dallas Stars,Roussel,1600000
2014,Winnipeg Jets,Slater,1600000
2014,Anaheim Ducks,Thompson,1600000
2013,Winnipeg Jets,Clitsome,1600000
2013,Colorado Avalanche,Hunwick,1600000
2013,Detroit Red Wings,Kindl,1600000
2013,Toronto Maple Leafs,Reimer,1600000
2013,Dallas Stars,Rome,1600000
2013,Winnipeg Jets,Slater,1600000
2012,Colorado Avalanche,Hunwick,1600000
2012,Toronto Maple Leafs,Reimer,1600000
2012,New York Rangers,Rupp,1600000
2012,Minnesota Wild,Rupp,1600000
2012,Florida Panthers,Santorelli,1600000
2012,Winnipeg Jets,Santorelli,1600000
2012,Winnipeg Jets,Slater,1600000
2012,New York Rangers,Stralman,1600000
2012,Ottawa Senators,Turris,1600000
2012,Winnipeg Jets,Wellwood,1600000
2011,New York Rangers,Boyle,1600000
2011,Toronto Maple Leafs,Bozak,1600000
2011,Vancouver Canucks,Hansen,1600000
2011,New York Islanders,Jurcina,1600000
2011,Colorado Avalanche,O'Byrne,1600000
2011,Florida Panthers,Santorelli,1600000
2011,Winnipeg Jets,Stuart,1600000
2010,Florida Panthers,Higgins,1600000
2010,Vancouver Canucks,Higgins,1600000
2010,Atlanta Thrashers,Mason,1600000
2010,Nashville Predators,O'Brien,1600000
2009,Florida Panthers,Dvorak,1600000
2009,New York Rangers,Girardi,1600000
2009,Vancouver Canucks,O'Brien,1600000
2009,Minnesota Wild,Sykora,1600000
2008,Los Angeles Kings,Armstrong,1600000
2008,Nashville Predators,Bonk,1600000
2008,San Jose Sharks,Clowe,1600000
2008,Florida Panthers,Dvorak,1600000
2008,Chicago Blackhawks,Keith,1600000
2008,New York Rangers,Prucha,1600000
2008,Phoenix Coyotes,Prucha,1600000
2007,Colorado Avalanche,Arnason,1600000
2007,St. Louis Blues,Boyes,1600000
2007,Colorado Avalanche,Brunette,1600000
2007,Pittsburgh Penguins,Eaton,1600000
2007,Pittsburgh Penguins,Fleury,1600000
2007,New York Rangers,Prucha,1600000
2007,Edmonton Oilers,Torres,1600000
2007,Chicago Blackhawks,Williams,1600000
2006,Los Angeles Kings,Burke,1600000
2006,Pittsburgh Penguins,Eaton,1600000
2006,Nashville Predators,Erat,1600000
2006,Calgary Flames,Friesen,1600000
2006,Buffalo Sabres,Tallinder,1600000
2006,Detroit Red Wings,Williams,1600000
2006,Chicago Blackhawks,Williams,1600000
2005,Tampa Bay Lightning,Burke,1600000
2005,Pittsburgh Penguins,Tarnstrom,1600000
2005,Edmonton Oilers,Tarnstrom,1600000
2002,Vancouver Canucks,Baron,1600000
2001,New York Islanders,Aucoin,1600000
2001,Buffalo Sabres,Barnes,1600000
2001,Vancouver Canucks,Baron,1600000
2000,Vancouver Canucks,Aucoin,1600000
2000,Tampa Bay Lightning,Aucoin,1600000
2006,Toronto Maple Leafs,Tucker,1596000
2005,Buffalo Sabres,Dumont,1596000
2005,Edmonton Oilers,Dvorak,1596000
2005,Boston Bruins,Gill,1596000
2005,Buffalo Sabres,McKee,1596000
2005,Toronto Maple Leafs,Tucker,1596000
2003,New York Rangers,Barnaby,1587500
2003,Colorado Avalanche,Barnaby,1587500
2008,Detroit Red Wings,Draper,1583333
2008,Vancouver Canucks,Pyatt,1575000
2007,Toronto Maple Leafs,Ponikarovsky,1575000
2007,Vancouver Canucks,Pyatt,1575000
2002,New York Rangers,Barnaby,1575000
2006,New York Islanders,Blake,1558000
2005,New York Islanders,Blake,1558000
2014,Tampa Bay Lightning,Morrow,1550000
2014,Tampa Bay Lightning,Nabokov,1550000
2013,Detroit Red Wings,Abdelkader,1550000
2011,Ottawa Senators,Foligno,1550000
2011,Colorado Avalanche,Hunwick,1550000
2010,Boston Bruins,Hunwick,1550000
2010,Colorado Avalanche,Hunwick,1550000
2010,Buffalo Sabres,Montador,1550000
2009,Buffalo Sabres,Montador,1550000
2009,Vancouver Canucks,Schneider,1550000
2009,Phoenix Coyotes,Schneider,1550000
2008,Calgary Flames,Lombardi,1550000
2008,Phoenix Coyotes,Lombardi,1550000
2007,New York Islanders,Hunter,1550000
2007,Calgary Flames,Lombardi,1550000
2006,Florida Panthers,Allen,1550000
2006,Dallas Stars,Lindros,1550000
2006,Atlanta Thrashers,Vishnevski,1550000
2006,Nashville Predators,Vishnevski,1550000
2006,Minnesota Wild,White,1550000
2006,Calgary Flames,Yelle,1550000
2005,Toronto Maple Leafs,Lindros,1550000
2003,Tampa Bay Lightning,Andreychuk,1550000
1997,Dallas Stars,Adams,1550000
2012,Los Angeles Kings,Bernier,1525000
2007,Vancouver Canucks,Cooke,1525000
2007,Washington Capitals,Cooke,1525000
2005,Dallas Stars,Skoula,1525000
2005,Minnesota Wild,Skoula,1525000
2007,New Jersey Devils,Brylin,1520000
2006,New Jersey Devils,Brylin,1520000
2006,Philadelphia Flyers,Kapanen,1520000
2006,Philadelphia Flyers,Knuble,1520000
2006,Anaheim Ducks,O'Donnell,1520000
2006,Phoenix Coyotes,Ricci,1520000
2006,Chicago Blackhawks,Smolinski,1520000
2006,Vancouver Canucks,Smolinski,1520000
2006,Carolina Hurricanes,Walker,1520000
2005,New Jersey Devils,Brylin,1520000
2005,Ottawa Senators,Hasek,1520000
2005,Florida Panthers,Hill,1520000
2005,Philadelphia Flyers,Kapanen,1520000
2005,Philadelphia Flyers,Knuble,1520000
2005,Vancouver Canucks,Linden,1520000
2005,Phoenix Coyotes,Ricci,1520000
2005,Los Angeles Kings,Visnovsky,1520000
2005,Nashville Predators,Walker,1520000
2005,Minnesota Wild,Walz,1520000
2005,Carolina Hurricanes,Ward,1520000
2006,Detroit Red Wings,Holmstrom,1501000
2014,Calgary Flames,Backlund,1500000
2014,San Jose Sharks,Braun,1500000
2014,Detroit Red Wings,Cleary,1500000
2014,Philadelphia Flyers,Couturier,1500000
2014,Dallas Stars,Eakin,1500000
2014,Nashville Predators,Ellis,1500000
2014,Buffalo Sabres,Foligno,1500000
2014,Carolina Hurricanes,Gerbe,1500000
2014,Vancouver Canucks,Hansen,1500000
2014,Carolina Hurricanes,Harrison,1500000
2014,Winnipeg Jets,Harrison,1500000
2014,New Jersey Devils,Havlat,1500000
2014,Vancouver Canucks,Kassian,1500000
2014,Ottawa Senators,Lehner,1500000
2014,Los Angeles Kings,Lewis,1500000
2014,New York Rangers,Moore,1500000
2014,Toronto Maple Leafs,Santorelli,1500000
2014,Nashville Predators,Santorelli,1500000
2014,Chicago Blackhawks,Shaw,1500000
2014,Chicago Blackhawks,Smith,1500000
2014,San Jose Sharks,Smith,1500000
2014,San Jose Sharks,Stalock,1500000
2014,Buffalo Sabres,Weber,1500000
2013,Calgary Flames,Backlund,1500000
2013,Montreal Canadiens,Bouillon,1500000
2013,New York Islanders,Carkner,1500000
2013,Minnesota Wild,Cooke,1500000
2013,Ottawa Senators,Cowen,1500000
2013,San Jose Sharks,Demers,1500000
2013,Montreal Canadiens,Eller,1500000
2013,Colorado Avalanche,Giguere,1500000
2013,Edmonton Oilers,Grebeshkov,1500000
2013,Detroit Red Wings,Gustavsson,1500000
2013,Carolina Hurricanes,Harrison,1500000
2013,Edmonton Oilers,Jones,1500000
2013,Philadelphia Flyers,Mason,1500000
2013,Toronto Maple Leafs,McClement,1500000
2013,Boston Bruins,McQuaid,1500000
2013,St. Louis Blues,Morrow,1500000
2013,Montreal Canadiens,Murray,1500000
2013,Calgary Flames,Russell,1500000
2013,Ottawa Senators,Smith,1500000
2013,Nashville Predators,Spaling,1500000
2013,Minnesota Wild,Spurgeon,1500000
2013,Vancouver Canucks,Tanev,1500000
2013,Tampa Bay Lightning,Thompson,1500000
2013,Buffalo Sabres,Weber,1500000
2012,Montreal Canadiens,Bouillon,1500000
2012,New York Islanders,Carkner,1500000
2012,Columbus Blue Jackets,Dorsett,1500000
2012,New York Rangers,Dorsett,1500000
2012,Pittsburgh Penguins,Dupuis,1500000
2012,Washington Capitals,Erskine,1500000
2012,Detroit Red Wings,Gustavsson,1500000
2012,Minnesota Wild,Harding,1500000
2012,Edmonton Oilers,Jones,1500000
2012,Toronto Maple Leafs,McClement,1500000
2012,Winnipeg Jets,Miettinen,1500000
2012,Florida Panthers,Theodore,1500000
2012,Carolina Hurricanes,Tlusty,1500000
2012,Nashville Predators,Wilson,1500000
2011,Nashville Predators,Bouillon,1500000
2011,Florida Panthers,Clemmensen,1500000
2011,Minnesota Wild,Clutterbuck,1500000
2011,St. Louis Blues,D'Agostini,1500000
2011,Pittsburgh Penguins,Dupuis,1500000
2011,Dallas Stars,Dvorak,1500000
2011,Anaheim Ducks,Ellis,1500000
2011,Washington Capitals,Erskine,1500000
2011,Detroit Red Wings,Holmstrom,1500000
2011,Edmonton Oilers,Jones,1500000
2011,Carolina Hurricanes,LaRose,1500000
2011,Colorado Avalanche,McClement,1500000
2011,Montreal Canadiens,Moen,1500000
2011,Montreal Canadiens,Pacioretty,1500000
2011,Carolina Hurricanes,Ponikarovsky,1500000
2011,New Jersey Devils,Ponikarovsky,1500000
2011,Boston Bruins,Rask,1500000
2011,Philadelphia Flyers,Simmonds,1500000
